Date,Open,dOpen,logTransform
2012-01-04,9.27,1.0032467532467533,0.003241493924171023
2012-01-05,9.18,0.9902912621359223,-0.009756174945364685
2012-01-06,9.12,0.9934640522875816,-0.006557400546159164
2012-01-09,9.11,0.9989035087719298,-0.0010970928143730994
2012-01-10,9.22,1.012074643249177,0.012002326296635729
2012-01-11,9.14,0.9913232104121475,-0.008714652102443775
2012-01-12,9.14,1.0,0.0
2012-01-13,9.15,1.00109409190372,0.0010934938213712896
2012-01-17,9.18,1.0032786885245901,0.0032733253449691085
2012-01-18,9.2,1.0021786492374727,0.0021762794225954484
2012-01-19,9.33,1.0141304347826088,0.014031530804257916
2012-01-20,9.42,1.0096463022508038,0.009600073729019137
2012-01-23,9.47,1.005307855626327,0.005293818609715295
2012-01-24,9.37,0.9894403379091867,-0.010615810947656235
2012-01-25,9.44,1.007470651013874,0.007442883907078443
2012-01-26,9.55,1.0116525423728815,0.011585174335229693
2012-01-27,9.52,0.9968586387434554,-0.0031463056893650597
2012-01-30,9.49,0.9968487394957984,-0.003156236181437326
2012-01-31,9.56,1.0073761854583774,0.007349114441473552
2012-02-01,9.58,1.002092050209205,0.0020898649194592365
2012-02-02,9.64,1.0062630480167014,0.00624351663968502
2012-02-03,9.64,1.0,0.0
2012-02-06,9.63,0.9989626556016598,-0.0010378828124200546
2012-02-07,9.69,1.0062305295950154,0.006211200092640455
2012-02-08,9.77,1.0082559339525283,0.008222040152016457
2012-02-09,9.79,1.0020470829068577,0.0020449904877276478
2012-02-10,9.62,0.982635342185904,-0.017517191864803893
2012-02-13,9.72,1.0103950103950106,0.010341353794732751
2012-02-14,9.75,1.0030864197530864,0.0030816665374081144
2012-02-15,9.91,1.0164102564102564,0.0162770633321408
2012-02-16,9.85,0.9939455095862765,-0.00607289315789912
2012-02-17,10.0,1.015228426395939,0.015113637810048106
2012-02-21,9.95,0.9949999999999999,-0.005012541823544398
2012-02-22,9.98,1.0030150753768845,0.0030105391528712842
2012-02-23,9.98,1.0,0.0
2012-02-24,10.09,1.0110220440881763,0.010961744042144938
2012-02-27,9.95,0.9861248761149652,-0.013972283195016257
2012-02-28,10.14,1.0190954773869347,0.01891544699253576
2012-02-29,10.14,1.0,0.0
2012-03-01,9.98,0.9842209072978304,-0.015904907839664466
2012-03-02,9.96,0.9979959919839679,-0.002006018726865743
2012-03-05,9.92,0.9959839357429718,-0.004024150299725491
2012-03-06,9.79,0.9868951612903225,-0.013191464754362484
2012-03-07,9.88,1.0091930541368745,0.009151055217357614
2012-03-08,10.02,1.0141700404858298,0.014070583896942152
2012-03-09,10.07,1.0049900199600799,0.0049776110737522064
2012-03-12,9.98,0.9910625620655412,-0.00897761640709831
2012-03-13,9.99,1.001002004008016,0.0010015023370896004
2012-03-14,10.03,1.004004004004004,0.003996009313381923
2012-03-15,10.05,1.0019940179461617,0.0019920325312407982
2012-03-16,10.11,1.0059701492537312,0.0059523985272951305
2012-03-19,10.08,0.9970326409495549,-0.0029717703891574817
2012-03-20,10.01,0.9930555555555556,-0.006968669316093316
2012-03-21,9.94,0.993006993006993,-0.007017572658646535
2012-03-22,9.96,1.0020120724346078,0.0020100509280243217
2012-03-23,9.94,0.9979919678714858,-0.0020100509280243342
2012-03-26,10.02,1.0080482897384306,0.008016074988236125
2012-03-27,10.17,1.0149700598802396,0.014859114403749905
2012-03-28,10.17,1.0,0.0
2012-03-29,10.13,0.9960668633235006,-0.003940891799876478
2012-03-30,10.2,1.0069101678183612,0.006886402029633262
2012-04-02,10.12,0.9921568627450981,-0.007874056430905883
2012-04-03,10.12,1.0,0.0
2012-04-04,9.84,0.9723320158102767,-0.02805795279515738
2012-04-05,9.83,0.9989837398373984,-0.0010167769050868354
2012-04-09,9.74,0.9908443540183113,-0.009197816504631464
2012-04-10,9.74,1.0,0.0
2012-04-11,9.76,1.002053388090349,0.002051282770557361
2012-04-12,9.75,0.9989754098360656,-0.001025115415245297
2012-04-13,9.78,1.003076923076923,0.003072199036970059
2012-04-16,9.76,0.9979550102249489,-0.0020470836217247996
2012-04-17,9.78,1.0020491803278688,0.002047083621724823
2012-04-18,9.76,0.9979550102249489,-0.0020470836217247996
2012-04-19,9.77,1.0010245901639343,0.0010240656296901303
2012-04-20,9.72,0.9948822927328558,-0.0051308475823435675
2012-04-23,9.62,0.9897119341563785,-0.010341353794732708
2012-04-24,9.69,1.0072765072765073,0.00725016122505977
2012-04-25,9.72,1.0030959752321982,0.0030911925696728796
2012-04-26,9.74,1.0020576131687242,0.0020554991820959595
2012-04-27,9.76,1.002053388090349,0.002051282770557361
2012-04-30,9.74,0.9979508196721312,-0.0020512827705573607
2012-05-01,9.6,0.9856262833675564,-0.014478019180653225
2012-05-02,9.57,0.9968750000000001,-0.003129893008927593
2012-05-03,9.54,0.9968652037617554,-0.003139720004667864
2012-05-04,9.48,0.9937106918238995,-0.006309169193264609
2012-05-07,9.46,0.9978902953586498,-0.0021119332031435015
2012-05-08,9.39,0.9926004228329809,-0.007427089843615453
2012-05-09,9.29,0.989350372736954,-0.010706740394424569
2012-05-10,9.4,1.0118406889128095,0.011771136450211129
2012-05-11,9.25,0.9840425531914894,-0.01608613775162438
2012-05-14,9.19,0.9935135135135135,-0.006507615156738189
2012-05-15,9.09,0.9891186071817193,-0.010941028178208186
2012-05-16,8.98,0.9878987898789879,-0.012175025875279192
2012-05-17,9.03,1.0055679287305122,0.005552485114785719
2012-05-18,8.98,0.9944629014396458,-0.005552485114785667
2012-05-21,8.9,0.9910913140311804,-0.008948605576014033
2012-05-22,8.97,1.0078651685393258,0.007834399332610592
2012-05-23,8.87,0.9888517279821626,-0.011210879749216807
2012-05-24,8.9,1.003382187147689,0.0033764804166060906
2012-05-25,8.85,0.99438202247191,-0.005633817718256131
2012-05-29,8.91,1.0067796610169493,0.006756782462879907
2012-05-30,8.85,0.9932659932659932,-0.0067567824628798736
2012-05-31,8.9,1.0056497175141244,0.005633817718256064
2012-06-01,8.75,0.9831460674157303,-0.016997576368571136
2012-06-04,8.74,0.9988571428571429,-0.0011435107020789379
2012-06-05,8.81,1.008009153318078,0.007977250280644188
2012-06-06,8.87,1.006810442678774,0.006787356373399927
2012-06-07,9.01,1.015783540022548,0.0156602752987584
2012-06-08,8.79,0.9755826859045504,-0.02472035992316098
2012-06-11,8.92,1.0147895335608648,0.014681234894832524
2012-06-12,8.88,0.9955156950672647,-0.004494389587839215
2012-06-13,8.9,1.0022522522522521,0.0022497197340153245
2012-06-14,8.89,0.9988764044943821,-0.0011242272122808802
2012-06-15,9.01,1.013498312710911,0.013408022094433156
2012-06-18,9.08,1.0077691453940067,0.007739120992955468
2012-06-19,9.12,1.0044052863436121,0.004395611473037908
2012-06-20,9.2,1.0087719298245614,0.008733679968754631
2012-06-21,9.16,0.9956521739130436,-0.00435730536895559
2012-06-22,9.05,0.9879912663755459,-0.01208142097420409
2012-06-25,8.97,0.9911602209944751,-0.008879081641130047
2012-06-26,8.99,1.0022296544035674,0.0022271724128240795
2012-06-27,9.05,1.006674082313682,0.0066519092283059186
2012-06-28,9.16,1.0121546961325967,0.012081420974204136
2012-06-29,9.36,1.0218340611353711,0.02159911180346172
2012-07-02,9.37,1.001068376068376,0.001067805760830137
2012-07-03,9.42,1.0053361792956244,0.0053219923379408925
2012-07-05,9.37,0.9946921443736729,-0.005321992337940981
2012-07-06,9.32,0.9946638207043758,-0.005350467552830914
2012-07-09,9.25,0.9924892703862661,-0.007539077173165975
2012-07-10,9.28,1.0032432432432432,0.0032379952737753475
2012-07-11,9.22,0.9935344827586208,-0.0064865092296066615
2012-07-12,9.05,0.9815618221258134,-0.018610279856667713
2012-07-13,9.02,0.996685082872928,-0.0033204236373026337
2012-07-16,9.12,1.0110864745011086,0.01102547001170764
2012-07-17,9.07,0.9945175438596492,-0.005497539959194719
2012-07-18,9.06,0.9988974641675855,-0.0011031440721572061
2012-07-19,9.17,1.0121412803532008,0.01206816621348547
2012-07-20,8.98,0.9792802617230099,-0.020937403954265202
2012-07-23,8.81,0.9810690423162584,-0.01911244236602009
2012-07-24,8.82,1.0011350737797957,0.0011344300706118218
2012-07-25,8.77,0.9943310657596371,-0.005685063634608306
2012-07-26,8.88,1.0125427594070697,0.012464750619987192
2012-07-27,8.97,1.010135135135135,0.010084119066626008
2012-07-30,8.99,1.0022296544035674,0.0022271724128240795
2012-07-31,9.04,1.0055617352614015,0.005546325920556135
2012-08-01,9.03,0.9988938053097345,-0.0011068069751911064
2012-08-02,8.92,0.9878183831672205,-0.012256420836975935
2012-08-03,8.96,1.0044843049327354,0.004474280394921107
2012-08-06,9.11,1.0167410714285712,0.0166024842850276
2012-08-07,9.24,1.0142700329308454,0.014169174381726
2012-08-08,9.16,0.9913419913419913,-0.008695706967553932
2012-08-09,9.23,1.00764192139738,0.007612869828721935
2012-08-10,9.18,0.9945828819068255,-0.005431843882361729
2012-08-13,9.25,1.0076252723311547,0.007596346891934776
2012-08-14,9.21,0.9956756756756757,-0.004333701257118305
2012-08-15,9.15,0.993485342019544,-0.006535970979785533
2012-08-16,9.24,1.0098360655737704,0.009788006366162724
2012-08-17,9.36,1.0129870129870129,0.012903404835907782
2012-08-20,9.32,0.9957264957264959,-0.004282661792000736
2012-08-21,9.36,1.004291845493562,0.004282661792000728
2012-08-22,9.25,0.9882478632478633,-0.011821738965166811
2012-08-23,9.33,1.0086486486486486,0.008611463334918544
2012-08-24,9.26,0.992497320471597,-0.007530966201164441
2012-08-27,9.3,1.0043196544276458,0.004310351501122263
2012-08-28,9.17,0.986021505376344,-0.014077113890836827
2012-08-29,9.23,1.0065430752453655,0.006521762246387445
2012-08-30,9.12,0.9880823401950162,-0.011989244428520847
2012-08-31,9.06,0.9934210526315791,-0.006600684031351912
2012-09-04,8.93,0.9856512141280352,-0.014452725166480357
2012-09-05,8.85,0.9910414333706606,-0.008998935868569584
2012-09-06,8.88,1.0033898305084747,0.0033840979842407154
2012-09-07,9.05,1.0191441441441442,0.018963200707756138
2012-09-10,9.1,1.005524861878453,0.0055096558109694795
2012-09-11,9.1,1.0,0.0
2012-09-12,9.22,1.0131868131868134,0.013100624045698275
2012-09-13,9.25,1.0032537960954446,0.0032485139558313084
2012-09-14,9.45,1.0216216216216216,0.02139118998131756
2012-09-17,9.4,0.9947089947089949,-0.005305052229693006
2012-09-18,9.37,0.9968085106382978,-0.003196593025627481
2012-09-19,9.41,1.0042689434364995,0.0042598573469575084
2012-09-20,9.33,0.9914984059511158,-0.00853793873803582
2012-09-21,9.39,1.0064308681672027,0.006410278360919239
2012-09-24,9.29,0.989350372736954,-0.010706740394424569
2012-09-25,9.4,1.0118406889128095,0.011771136450211129
2012-09-26,9.26,0.9851063829787233,-0.015005640617870275
2012-09-27,9.34,1.0086393088552916,0.008602203582663288
